dgp,n,model,rep,PEHE,ATE_Bias,status
sparse,5000,X-Learner (LGBM),0,0.4818771040923843,0.004662832859454723,success
sparse,5000,X-Learner (LGBM),1,0.477794887869917,0.0011026993414647752,success
sparse,5000,X-Learner (LGBM),2,0.47797255478346135,0.010182822026633875,success
sparse,5000,X-Learner (LGBM),3,0.4838935354899425,0.00279056280583995,success
sparse,5000,X-Learner (LGBM),4,0.48352889940654237,0.013644365710894689,success
sparse,5000,X-Learner (LGBM),5,0.4911083939937044,0.0019430659268146432,success
sparse,5000,X-Learner (LGBM),6,0.4831030132132395,0.003824705324728853,success
sparse,5000,X-Learner (LGBM),7,0.47363127571815977,0.014241643438685201,success
sparse,5000,X-Learner (LGBM),8,0.4724749456407073,0.006619061853543273,success
sparse,5000,X-Learner (LGBM),9,0.4815861387491889,0.006540552351965536,success
no_hte,500,Naive ATE,0,0.2080227779335132,0.2080227779335132,success
no_hte,500,Naive ATE,1,0.07742461454406811,0.07742461454406813,success
no_hte,500,Naive ATE,2,0.07378406931333692,0.07378406931333703,success
no_hte,500,Naive ATE,3,0.13536176351502968,0.1353617635150296,success
no_hte,500,Naive ATE,4,0.04027201769192191,0.04027201769192179,success
no_hte,500,Naive ATE,5,0.22979310833995345,0.22979310833995337,success
no_hte,500,Naive ATE,6,0.11475324120188722,0.11475324120188723,success
no_hte,500,Naive ATE,7,0.18814510529385553,0.18814510529385553,success
no_hte,500,Naive ATE,8,0.04006652994694603,0.04006652994694615,success
no_hte,500,Naive ATE,9,0.030488577975742562,0.03048857797574256,success
no_hte,500,S-Learner (Linear),0,0.0793784877177146,0.0793784877177145,success
no_hte,500,S-Learner (Linear),1,0.005840751146848232,0.005840751146848122,success
no_hte,500,S-Learner (Linear),2,0.16613896200926498,0.16613896200926503,success
no_hte,500,S-Learner (Linear),3,0.18375461737549204,0.18375461737549192,success
no_hte,500,S-Learner (Linear),4,0.05358357466070096,0.05358357466070096,success
no_hte,500,S-Learner (Linear),5,0.022758227780422354,0.022758227780422413,success
no_hte,500,S-Learner (Linear),6,0.018137401524422957,0.01813740152442289,success
no_hte,500,S-Learner (Linear),7,0.0779478576279578,0.07794785762795786,success
no_hte,500,S-Learner (Linear),8,0.02241996962623895,0.022419969626238934,success
no_hte,500,S-Learner (Linear),9,0.03791043241288562,0.03791043241288572,success
no_hte,500,T-Learner (Linear),0,0.29559421918064716,0.13624970681009585,success
no_hte,500,T-Learner (Linear),1,0.24118489415362088,0.1594233060353305,success
no_hte,500,T-Learner (Linear),2,0.21668963263480334,0.030550472597818623,success
no_hte,500,T-Learner (Linear),3,0.33463616888808684,0.04761862451897747,success
no_hte,500,T-Learner (Linear),4,0.38703971063368675,0.04731313170046403,success
no_hte,500,T-Learner (Linear),5,0.35899278620564035,0.14284992119005457,success
no_hte,500,T-Learner (Linear),6,0.24333504257013586,0.04966807249988148,success
no_hte,500,T-Learner (Linear),7,0.3470474460131391,0.03217232510269069,success
no_hte,500,T-Learner (Linear),8,0.2778701649692419,0.04000275177484797,success
no_hte,500,T-Learner (Linear),9,0.3177014233316209,0.024043807771710557,success
no_hte,500,X-Learner (Linear),0,0.5,0.5,success
no_hte,500,X-Learner (Linear),1,0.5,0.5,success
no_hte,500,X-Learner (Linear),2,0.5,0.5,success
no_hte,500,X-Learner (Linear),3,0.5000000000000001,0.5000000000000001,success
no_hte,500,X-Learner (Linear),4,0.5,0.5,success
no_hte,500,X-Learner (Linear),5,0.5,0.5,success
no_hte,500,X-Learner (Linear),6,0.5000000000000001,0.5000000000000001,success
no_hte,500,X-Learner (Linear),7,0.5,0.5,success
no_hte,500,X-Learner (Linear),8,0.5,0.5,success
no_hte,500,X-Learner (Linear),9,0.5,0.5,success
no_hte,500,T-Learner (RF),0,0.48037264853254175,0.125453779925342,success
no_hte,500,T-Learner (RF),1,0.43494783224805506,0.04671991916411933,success
no_hte,500,T-Learner (RF),2,0.4574404359653319,0.1838042364185366,success
no_hte,500,T-Learner (RF),3,0.42544187178507414,0.04575567789283502,success
no_hte,500,T-Learner (RF),4,0.43720751996740614,0.0898242447354301,success
no_hte,500,T-Learner (RF),5,0.5541106229808168,0.03726888153143065,success
no_hte,500,T-Learner (RF),6,0.40632798069051096,0.07101426429286084,success
no_hte,500,T-Learner (RF),7,0.35517199188292364,0.01556622116971812,success
no_hte,500,T-Learner (RF),8,0.4689990838644758,0.13273409906391692,success
no_hte,500,T-Learner (RF),9,0.3822029098312473,0.09717430717643538,success
no_hte,500,X-Learner (RF),0,0.530958174879245,0.5174265033284551,success
no_hte,500,X-Learner (RF),1,0.5109595054860948,0.5015777265132825,success
no_hte,500,X-Learner (RF),2,0.5137933038728475,0.5025372203255618,success
no_hte,500,X-Learner (RF),3,0.5176618825901861,0.5068118143674849,success
no_hte,500,X-Learner (RF),4,0.5128110746005572,0.5024052937381954,success
no_hte,500,X-Learner (RF),5,0.5205729069352334,0.5020913284887073,success
no_hte,500,X-Learner (RF),6,0.521353879127474,0.509740095992751,success
no_hte,500,X-Learner (RF),7,0.49545401124289506,0.48475857121384763,success
no_hte,500,X-Learner (RF),8,0.49945424999885774,0.49046760566656167,success
no_hte,500,X-Learner (RF),9,0.49758366326932807,0.4868083004546899,success
no_hte,500,T-Learner (LGBM),0,0.3648750234290389,0.14800778465398146,success
no_hte,500,T-Learner (LGBM),1,0.3898056041547391,0.02710342093585172,success
no_hte,500,T-Learner (LGBM),2,0.4275275003776084,0.13543071983136984,success
no_hte,500,T-Learner (LGBM),3,0.4238433258990921,0.050181110777222315,success
no_hte,500,T-Learner (LGBM),4,0.3365195174849637,0.035607955659565094,success
no_hte,500,T-Learner (LGBM),5,0.3288457825095189,0.11615755704645914,success
no_hte,500,T-Learner (LGBM),6,0.40072636065110245,0.1699807230533007,success
no_hte,500,T-Learner (LGBM),7,0.37075903578011493,0.003987563029304031,success
no_hte,500,T-Learner (LGBM),8,0.37024460827138783,0.06297177430316953,success
no_hte,500,T-Learner (LGBM),9,0.35385538954539775,0.029597155320208346,success
no_hte,500,X-Learner (LGBM),0,0.5222805253274927,0.5129505190639935,success
no_hte,500,X-Learner (LGBM),1,0.5188954773785531,0.510259285006966,success
no_hte,500,X-Learner (LGBM),2,0.5061346332167729,0.49551563124895953,success
no_hte,500,X-Learner (LGBM),3,0.5083157829797434,0.49809413802735947,success
no_hte,500,X-Learner (LGBM),4,0.5176711174651221,0.5072876534038421,success
no_hte,500,X-Learner (LGBM),5,0.5025247546863253,0.4919167304303716,success
no_hte,500,X-Learner (LGBM),6,0.5130737124793301,0.5026276742491712,success
no_hte,500,X-Learner (LGBM),7,0.5169391278876276,0.5077332354328926,success
no_hte,500,X-Learner (LGBM),8,0.5167395306711704,0.5032562938363242,success
no_hte,500,X-Learner (LGBM),9,0.5176157409126316,0.5096945236575894,success
no_hte,1000,Naive ATE,0,0.12225125937184735,0.12225125937184728,success
no_hte,1000,Naive ATE,1,0.027079562171339226,0.027079562171339222,success
no_hte,1000,Naive ATE,2,0.0825349228987829,0.082534922898783,success
no_hte,1000,Naive ATE,3,0.03851039855144522,0.038510398551445,success
no_hte,1000,Naive ATE,4,0.02438307365029357,0.024383073650293463,success
no_hte,1000,Naive ATE,5,0.12040369047219092,0.12040369047219096,success
no_hte,1000,Naive ATE,6,0.008103586348390646,0.008103586348390535,success
no_hte,1000,Naive ATE,7,0.06429775218573508,0.06429775218573491,success
no_hte,1000,Naive ATE,8,0.06708859381548893,0.06708859381548904,success
no_hte,1000,Naive ATE,9,0.03287959141499903,0.03287959141499902,success
no_hte,1000,S-Learner (Linear),0,0.030965074935003715,0.030965074935003833,success
no_hte,1000,S-Learner (Linear),1,0.16122627983602103,0.1612262798360211,success
no_hte,1000,S-Learner (Linear),2,0.09920431560899036,0.09920431560899023,success
no_hte,1000,S-Learner (Linear),3,0.014126745377020404,0.014126745377020522,success
no_hte,1000,S-Learner (Linear),4,0.10622275981587703,0.10622275981587692,success
no_hte,1000,S-Learner (Linear),5,0.11870427591040388,0.11870427591040378,success
no_hte,1000,S-Learner (Linear),6,0.016478726862635407,0.016478726862635296,success
no_hte,1000,S-Learner (Linear),7,0.03923571653538387,0.03923571653538377,success
no_hte,1000,S-Learner (Linear),8,0.029411770054335387,0.029411770054335373,success
no_hte,1000,S-Learner (Linear),9,0.04964260437713769,0.0496426043771378,success
no_hte,1000,T-Learner (Linear),0,0.16328996778761815,0.021352488860915064,success
no_hte,1000,T-Learner (Linear),1,0.20516126730070625,0.026525559649613117,success
no_hte,1000,T-Learner (Linear),2,0.26317184526003745,0.07112056829101687,success
no_hte,1000,T-Learner (Linear),3,0.18591465344134075,0.03368084027745921,success
no_hte,1000,T-Learner (Linear),4,0.18223736256811152,0.023830820071451653,success
no_hte,1000,T-Learner (Linear),5,0.25855907882729123,0.011472723908934612,success
no_hte,1000,T-Learner (Linear),6,0.14038419369910735,0.0455524733975054,success
no_hte,1000,T-Learner (Linear),7,0.19322136042955249,0.005672134390748762,success
no_hte,1000,T-Learner (Linear),8,0.23665892791747978,0.16979622751157464,success
no_hte,1000,T-Learner (Linear),9,0.2297648077941403,0.0852403052106272,success
no_hte,1000,X-Learner (Linear),0,0.5,0.5,success
no_hte,1000,X-Learner (Linear),1,0.5000000000000001,0.5000000000000002,success
no_hte,1000,X-Learner (Linear),2,0.5000000000000001,0.5000000000000001,success
no_hte,1000,X-Learner (Linear),3,0.5,0.5,success
no_hte,1000,X-Learner (Linear),4,0.5,0.5,success
no_hte,1000,X-Learner (Linear),5,0.5,0.5,success
no_hte,1000,X-Learner (Linear),6,0.5,0.5000000000000001,success
no_hte,1000,X-Learner (Linear),7,0.49999999999999983,0.49999999999999983,success
no_hte,1000,X-Learner (Linear),8,0.5,0.5,success
no_hte,1000,X-Learner (Linear),9,0.49999999999999994,0.5,success
no_hte,1000,T-Learner (RF),0,0.3304736091520565,0.03536194328662007,success
no_hte,1000,T-Learner (RF),1,0.3649512170243856,0.0786640337116748,success
no_hte,1000,T-Learner (RF),2,0.276864873972282,0.07215692777462673,success
no_hte,1000,T-Learner (RF),3,0.4357803784503414,0.06831218606463108,success
no_hte,1000,T-Learner (RF),4,0.24146379955666109,0.006953478070758967,success
no_hte,1000,T-Learner (RF),5,0.270116323052683,0.04172732970971127,success
no_hte,1000,T-Learner (RF),6,0.325764075590688,0.006253107656794321,success
no_hte,1000,T-Learner (RF),7,0.28412622200441845,0.08346298817281395,success
no_hte,1000,T-Learner (RF),8,0.2937720989381111,0.15051871762699331,success
no_hte,1000,T-Learner (RF),9,0.28327225378397586,0.01187863901721864,success
no_hte,1000,X-Learner (RF),0,0.5191540526506696,0.5127234528860092,success
no_hte,1000,X-Learner (RF),1,0.5013191809441051,0.4924222784260207,success
no_hte,1000,X-Learner (RF),2,0.5025751370975159,0.49444823650806136,success
no_hte,1000,X-Learner (RF),3,0.5030542808130288,0.4915029088110161,success
no_hte,1000,X-Learner (RF),4,0.5063990067103196,0.500507469881473,success
no_hte,1000,X-Learner (RF),5,0.5047331889638667,0.4979910820565605,success
no_hte,1000,X-Learner (RF),6,0.5024883518791626,0.4959952520187469,success
no_hte,1000,X-Learner (RF),7,0.5122479437517727,0.5054196927880179,success
no_hte,1000,X-Learner (RF),8,0.5064072946607757,0.4971033754397471,success
no_hte,1000,X-Learner (RF),9,0.5057962967423816,0.4995600683736037,success
no_hte,1000,T-Learner (LGBM),0,0.325700834578723,0.02992952398216353,success
no_hte,1000,T-Learner (LGBM),1,0.29845569789137355,0.024405538618141487,success
no_hte,1000,T-Learner (LGBM),2,0.30924330700103175,0.0211182311784886,success
no_hte,1000,T-Learner (LGBM),3,0.31382817867567286,0.013316486240699754,success
no_hte,1000,T-Learner (LGBM),4,0.34536897257766447,0.08101753034164527,success
no_hte,1000,T-Learner (LGBM),5,0.27320179933003413,0.05656142195174907,success
no_hte,1000,T-Learner (LGBM),6,0.32599282477968267,0.015154000007855273,success
no_hte,1000,T-Learner (LGBM),7,0.29284562685912535,0.07210576712569072,success
no_hte,1000,T-Learner (LGBM),8,0.3721488640385916,0.13698762488741628,success
no_hte,1000,T-Learner (LGBM),9,0.31622402990383885,0.02962883918025222,success
no_hte,1000,X-Learner (LGBM),0,0.5007110997162463,0.49297525239450557,success
no_hte,1000,X-Learner (LGBM),1,0.5087627989867245,0.5036009073914737,success
no_hte,1000,X-Learner (LGBM),2,0.5066383162808032,0.4991095992507938,success
no_hte,1000,X-Learner (LGBM),3,0.5135997848213983,0.5087588199492474,success
no_hte,1000,X-Learner (LGBM),4,0.5115149543560102,0.5035374501858648,success
no_hte,1000,X-Learner (LGBM),5,0.5153838035526528,0.5083218309195964,success
no_hte,1000,X-Learner (LGBM),6,0.5100907631803505,0.50349119997632,success
no_hte,1000,X-Learner (LGBM),7,0.5013349655941333,0.4949981554127799,success
no_hte,1000,X-Learner (LGBM),8,0.5128959074689774,0.5060546176398415,success
no_hte,1000,X-Learner (LGBM),9,0.5065675434164779,0.49891064573255506,success
no_hte,5000,Naive ATE,0,0.058056821250387476,0.05805682125038747,success
no_hte,5000,Naive ATE,1,0.05127603989563662,0.05127603989563656,success
no_hte,5000,Naive ATE,2,0.0457893924810312,0.045789392481031255,success
no_hte,5000,Naive ATE,3,0.0063567366005345405,0.0063567366005345405,success
no_hte,5000,Naive ATE,4,0.025380111244444392,0.025380111244444392,success
no_hte,5000,Naive ATE,5,0.031216306740855626,0.031216306740855626,success
no_hte,5000,Naive ATE,6,0.023439620104460324,0.023439620104460324,success
no_hte,5000,Naive ATE,7,0.021656881478979595,0.021656881478979595,success
no_hte,5000,Naive ATE,8,0.024267959521402205,0.02426795952140226,success
no_hte,5000,Naive ATE,9,0.08014272370135012,0.08014272370135,success
no_hte,5000,S-Learner (Linear),0,0.0029576054791594555,0.002957605479159575,success
no_hte,5000,S-Learner (Linear),1,0.016196909453394016,0.01619690945339408,success
no_hte,5000,S-Learner (Linear),2,0.01501198849314257,0.015011988493142558,success
no_hte,5000,S-Learner (Linear),3,0.018517740416285726,0.01851774041628579,success
no_hte,5000,S-Learner (Linear),4,0.030681787701112063,0.030681787701111962,success
no_hte,5000,S-Learner (Linear),5,0.019685727968374204,0.01968572796837431,success
no_hte,5000,S-Learner (Linear),6,0.04725488649678605,0.047254886496786,success
no_hte,5000,S-Learner (Linear),7,0.010761279767167222,0.010761279767167231,success
no_hte,5000,S-Learner (Linear),8,0.002633851426205881,0.0026338514262058688,success
no_hte,5000,S-Learner (Linear),9,0.028732101910361022,0.028732101910361074,success
no_hte,5000,T-Learner (Linear),0,0.0917383048041835,0.0017776136403741538,success
no_hte,5000,T-Learner (Linear),1,0.09886631777354123,0.01992307932382792,success
no_hte,5000,T-Learner (Linear),2,0.08751198261584538,0.01810118702286162,success
no_hte,5000,T-Learner (Linear),3,0.06764602574518601,0.017904414220198506,success
no_hte,5000,T-Learner (Linear),4,0.10490183809269704,0.02351068008650037,success
no_hte,5000,T-Learner (Linear),5,0.06541298373270098,0.00035305586231226815,success
no_hte,5000,T-Learner (Linear),6,0.12545105112710364,0.044419020484231964,success
no_hte,5000,T-Learner (Linear),7,0.1039746638663946,0.01786454236052759,success
no_hte,5000,T-Learner (Linear),8,0.10100496124254249,0.027768906910950686,success
no_hte,5000,T-Learner (Linear),9,0.07167121096395188,0.015709615368955987,success
no_hte,5000,X-Learner (Linear),0,0.5,0.5,success
no_hte,5000,X-Learner (Linear),1,0.4999999999999999,0.49999999999999994,success
no_hte,5000,X-Learner (Linear),2,0.49999999999999994,0.49999999999999994,success
no_hte,5000,X-Learner (Linear),3,0.4999999999999999,0.49999999999999994,success
no_hte,5000,X-Learner (Linear),4,0.5000000000000001,0.5000000000000001,success
no_hte,5000,X-Learner (Linear),5,0.5,0.5,success
no_hte,5000,X-Learner (Linear),6,0.5,0.5,success
no_hte,5000,X-Learner (Linear),7,0.5,0.5,success
no_hte,5000,X-Learner (Linear),8,0.5,0.5,success
no_hte,5000,X-Learner (Linear),9,0.49999999999999994,0.49999999999999994,success
no_hte,5000,T-Learner (RF),0,0.167608064471915,0.05822488161910133,success
no_hte,5000,T-Learner (RF),1,0.20293650909501962,0.014666766690827338,success
no_hte,5000,T-Learner (RF),2,0.2244681278800007,0.01003230283540435,success
no_hte,5000,T-Learner (RF),3,0.1961387824615293,0.054541338071094625,success
no_hte,5000,T-Learner (RF),4,0.2540080004884569,0.044093466751852606,success
no_hte,5000,T-Learner (RF),5,0.19861157715126154,0.03086304585530486,success
no_hte,5000,T-Learner (RF),6,0.16148832214366407,0.02395775453197474,success
no_hte,5000,T-Learner (RF),7,0.22731424831964703,0.022550264294297073,success
no_hte,5000,T-Learner (RF),8,0.19398947106900638,0.009080951204406329,success
no_hte,5000,T-Learner (RF),9,0.1806660030270132,0.009614862762010512,success
no_hte,5000,X-Learner (RF),0,0.5018506635528984,0.4996040347658244,success
no_hte,5000,X-Learner (RF),1,0.49820553288257663,0.4957783231074097,success
no_hte,5000,X-Learner (RF),2,0.5073065156787655,0.5037239870511424,success
no_hte,5000,X-Learner (RF),3,0.5040787490507678,0.5015672041245024,success
no_hte,5000,X-Learner (RF),4,0.5042347587018118,0.4984809886824588,success
no_hte,5000,X-Learner (RF),5,0.5058355247638566,0.5019819061585762,success
no_hte,5000,X-Learner (RF),6,0.49817503551242326,0.4940644853992055,success
no_hte,5000,X-Learner (RF),7,0.505097283348337,0.5023395426369078,success
no_hte,5000,X-Learner (RF),8,0.5025830237904452,0.5004735480234316,success
no_hte,5000,X-Learner (RF),9,0.5137862805724939,0.5084370664996878,success
no_hte,5000,T-Learner (LGBM),0,0.1681263809638039,0.02482453647396632,success
no_hte,5000,T-Learner (LGBM),1,0.19674776000192026,0.019370968572100078,success
no_hte,5000,T-Learner (LGBM),2,0.15553584310476132,0.03121649538047533,success
no_hte,5000,T-Learner (LGBM),3,0.1904726798899253,0.032702346931982706,success
no_hte,5000,T-Learner (LGBM),4,0.1823579182502392,0.02708976893447068,success
no_hte,5000,T-Learner (LGBM),5,0.20915351009958896,0.05698385506111736,success
no_hte,5000,T-Learner (LGBM),6,0.18888964116655352,0.029245133366058274,success
no_hte,5000,T-Learner (LGBM),7,0.19321809278402272,0.0428602333065593,success
no_hte,5000,T-Learner (LGBM),8,0.17471963943340776,0.008971022003897267,success
no_hte,5000,T-Learner (LGBM),9,0.20312583997258069,0.013098814417345839,success
no_hte,5000,X-Learner (LGBM),0,0.49912725273513014,0.49681672619663103,success
no_hte,5000,X-Learner (LGBM),1,0.5056088046502247,0.5034896455268462,success
no_hte,5000,X-Learner (LGBM),2,0.501113823860019,0.4988202699615283,success
no_hte,5000,X-Learner (LGBM),3,0.5081494502875739,0.5056867669724895,success
no_hte,5000,X-Learner (LGBM),4,0.5084374723206112,0.5063188625448258,success
no_hte,5000,X-Learner (LGBM),5,0.5006805795077469,0.4985220228833678,success
no_hte,5000,X-Learner (LGBM),6,0.5009411105886915,0.49859601710572804,success
no_hte,5000,X-Learner (LGBM),7,0.5046036062907409,0.5025691654410005,success
no_hte,5000,X-Learner (LGBM),8,0.5043116672290477,0.5020285743316453,success
no_hte,5000,X-Learner (LGBM),9,0.5019722284807429,0.4998164019500342,success
heteroskedastic,500,Naive ATE,0,0.5228711073530177,0.020784288239220926,success
heteroskedastic,500,Naive ATE,1,0.5652849493796371,0.03525305797639376,success
heteroskedastic,500,Naive ATE,2,0.5181346550766562,0.007528175550915738,success
heteroskedastic,500,Naive ATE,3,0.55826120362937,0.09556907480208263,success
heteroskedastic,500,Naive ATE,4,0.5605422000899073,0.0654981563261449,success
heteroskedastic,500,Naive ATE,5,0.5650282792181694,0.0820268425638251,success
heteroskedastic,500,Naive ATE,6,0.5694508188227959,0.13189705496844512,success
heteroskedastic,500,Naive ATE,7,0.6374108417501243,0.2676786721741576,success
heteroskedastic,500,Naive ATE,8,0.589830541963688,0.09991822583105711,success
heteroskedastic,500,Naive ATE,9,0.5540727234341494,0.05183472693825973,success
heteroskedastic,500,S-Learner (Linear),0,0.5409559017978242,0.06632649674048871,success
heteroskedastic,500,S-Learner (Linear),1,0.5533296156703543,0.01440486297127448,success
heteroskedastic,500,S-Learner (Linear),2,0.5670934381303637,0.09085882194638516,success
heteroskedastic,500,S-Learner (Linear),3,0.5915266075514637,0.08194698348652488,success
heteroskedastic,500,S-Learner (Linear),4,0.5788536257011871,0.024870428757884838,success
heteroskedastic,500,S-Learner (Linear),5,0.5671399790112367,0.07671471333337812,success
heteroskedastic,500,S-Learner (Linear),6,0.5492981993782408,0.06821915252181508,success
heteroskedastic,500,S-Learner (Linear),7,0.5755484073343358,0.06600449347541594,success
heteroskedastic,500,S-Learner (Linear),8,0.594220576155737,0.12507403916574736,success
heteroskedastic,500,S-Learner (Linear),9,0.6510838045594528,0.28603372614969047,success
heteroskedastic,500,T-Learner (Linear),0,0.2513530020994985,0.056624402585766974,success
heteroskedastic,500,T-Learner (Linear),1,0.47080418342697594,0.14222606680795385,success
heteroskedastic,500,T-Learner (Linear),2,0.4808788517487461,0.09642408782307418,success
heteroskedastic,500,T-Learner (Linear),3,0.30973471875578545,0.02830488606708538,success
heteroskedastic,500,T-Learner (Linear),4,0.32324192889845754,0.08226438849288402,success
heteroskedastic,500,T-Learner (Linear),5,0.35784997273432534,0.06738951044259515,success
heteroskedastic,500,T-Learner (Linear),6,0.4364401333127884,0.012941963009927957,success
heteroskedastic,500,T-Learner (Linear),7,0.4428447003146656,0.02063585681011626,success
heteroskedastic,500,T-Learner (Linear),8,0.4206974899681802,0.0238676456887255,success
heteroskedastic,500,T-Learner (Linear),9,0.5083643092546815,0.142730017995914,success
heteroskedastic,500,X-Learner (Linear),0,0.5780490812769493,0.006355538965479747,success
heteroskedastic,500,X-Learner (Linear),1,0.5528584599360977,0.02761211902201425,success
heteroskedastic,500,X-Learner (Linear),2,0.5148318719421797,0.039701087298397005,success
heteroskedastic,500,X-Learner (Linear),3,0.5444573459361595,0.023877507250510688,success
heteroskedastic,500,X-Learner (Linear),4,0.5771552980640934,0.01991654857342253,success
heteroskedastic,500,X-Learner (Linear),5,0.5414487406663625,0.006615629262243895,success
heteroskedastic,500,X-Learner (Linear),6,0.5837254466804299,0.0073619364020954215,success
heteroskedastic,500,X-Learner (Linear),7,0.5372962541896397,0.02786370071725187,success
heteroskedastic,500,X-Learner (Linear),8,0.5580588576614776,0.013199521071279113,success
heteroskedastic,500,X-Learner (Linear),9,0.57509866963756,0.01499974286925175,success
heteroskedastic,500,T-Learner (RF),0,0.5488616087698539,0.1595584210023536,success
heteroskedastic,500,T-Learner (RF),1,0.48278061679267237,0.033746765235836675,success
heteroskedastic,500,T-Learner (RF),2,0.6431791439552617,0.16096446230711273,success
heteroskedastic,500,T-Learner (RF),3,0.7721881346400167,7.353720446010882e-05,success
heteroskedastic,500,T-Learner (RF),4,0.5183506924358483,0.18574246432783226,success
heteroskedastic,500,T-Learner (RF),5,0.5744002087768006,0.05822714834993074,success
heteroskedastic,500,T-Learner (RF),6,0.5674217087586901,0.09934977670889315,success
heteroskedastic,500,T-Learner (RF),7,0.47755381842782646,0.07088790224865785,success
heteroskedastic,500,T-Learner (RF),8,0.6187444649165715,0.1961175199788198,success
heteroskedastic,500,T-Learner (RF),9,0.472876366131003,0.20891197577418932,success
heteroskedastic,500,X-Learner (RF),0,0.6121122709353523,0.02933170291618538,success
heteroskedastic,500,X-Learner (RF),1,0.5617442594593292,0.019136336753468163,success
heteroskedastic,500,X-Learner (RF),2,0.5794384106007431,0.04744560146347811,success
heteroskedastic,500,X-Learner (RF),3,0.6164952477339799,0.04498511480906364,success
heteroskedastic,500,X-Learner (RF),4,0.5718629258069674,0.02015512789728091,success
heteroskedastic,500,X-Learner (RF),5,0.6249785923897082,0.030847096749116773,success
heteroskedastic,500,X-Learner (RF),6,0.576814421120457,0.051077702474465955,success
heteroskedastic,500,X-Learner (RF),7,0.5527360784936518,0.04862488705643382,success
heteroskedastic,500,X-Learner (RF),8,0.554367626486797,0.009442445276160963,success
heteroskedastic,500,X-Learner (RF),9,0.5830972794827232,0.04367213617792231,success
heteroskedastic,500,T-Learner (LGBM),0,0.3949410500538054,0.05967470835080633,success
heteroskedastic,500,T-Learner (LGBM),1,0.46451713350877655,0.09808892255325684,success
heteroskedastic,500,T-Learner (LGBM),2,0.5025465187383896,0.021602798102075604,success
heteroskedastic,500,T-Learner (LGBM),3,0.5277688933365751,0.015326432479339708,success
heteroskedastic,500,T-Learner (LGBM),4,0.5222776506605832,0.03419550525118401,success
heteroskedastic,500,T-Learner (LGBM),5,0.48915084943901094,0.13218692011493674,success
heteroskedastic,500,T-Learner (LGBM),6,0.4786272461314868,0.09507828067589759,success
heteroskedastic,500,T-Learner (LGBM),7,0.45055089993185654,0.006666766029730941,success
heteroskedastic,500,T-Learner (LGBM),8,0.5486323958603458,0.1084290858409918,success
heteroskedastic,500,T-Learner (LGBM),9,0.5299464850011626,0.04213157147663856,success
heteroskedastic,500,X-Learner (LGBM),0,0.5705554356616688,0.015240731516125957,success
heteroskedastic,500,X-Learner (LGBM),1,0.5482576806505268,0.02873062628784386,success
heteroskedastic,500,X-Learner (LGBM),2,0.5278388988408561,0.01776734190554763,success
heteroskedastic,500,X-Learner (LGBM),3,0.5475884242434377,0.030306991363914043,success
heteroskedastic,500,X-Learner (LGBM),4,0.5154274048809796,0.0014197639980430103,success
heteroskedastic,500,X-Learner (LGBM),5,0.5545575059832728,0.031186665782226695,success
heteroskedastic,500,X-Learner (LGBM),6,0.55998527079404,0.04286109541690521,success
heteroskedastic,500,X-Learner (LGBM),7,0.5143200063750268,0.021910525878232757,success
heteroskedastic,500,X-Learner (LGBM),8,0.5507626863708159,0.0037972667338495025,success
heteroskedastic,500,X-Learner (LGBM),9,0.5419730380135761,0.0005660883924349224,success
heteroskedastic,1000,Naive ATE,0,0.5845854979632983,0.057244784611500704,success
heteroskedastic,1000,Naive ATE,1,0.5405576917199294,0.0033668948274978025,success
heteroskedastic,1000,Naive ATE,2,0.577211901378483,0.02839491152675985,success
heteroskedastic,1000,Naive ATE,3,0.5441293745734863,0.04756194866183626,success
heteroskedastic,1000,Naive ATE,4,0.5453056874590874,0.06789567169778718,success
heteroskedastic,1000,Naive ATE,5,0.5597867674120386,0.07055892969927124,success
heteroskedastic,1000,Naive ATE,6,0.5982787128053381,0.244944310409449,success
heteroskedastic,1000,Naive ATE,7,0.5516346692135009,0.027578500482377213,success
heteroskedastic,1000,Naive ATE,8,0.5854104961299722,0.14806820919725897,success
heteroskedastic,1000,Naive ATE,9,0.5767170764358499,0.07701264562117292,success
heteroskedastic,1000,S-Learner (Linear),0,0.5658442349285576,0.05962704151151657,success
heteroskedastic,1000,S-Learner (Linear),1,0.5828944660578795,0.14229811429370393,success
heteroskedastic,1000,S-Learner (Linear),2,0.553964487101772,0.018517475474453936,success
heteroskedastic,1000,S-Learner (Linear),3,0.5743593095540663,0.05231575079420985,success
heteroskedastic,1000,S-Learner (Linear),4,0.5742112433890663,0.08944859812140663,success
heteroskedastic,1000,S-Learner (Linear),5,0.5688872805481553,0.03525151881085534,success
heteroskedastic,1000,S-Learner (Linear),6,0.54864891180535,0.03551302182657421,success
heteroskedastic,1000,S-Learner (Linear),7,0.5438834093725855,0.08023541009628564,success
heteroskedastic,1000,S-Learner (Linear),8,0.5816223930967533,0.07591256592717294,success
heteroskedastic,1000,S-Learner (Linear),9,0.5666291981627013,0.05006966264677418,success
heteroskedastic,1000,T-Learner (Linear),0,0.2196927204928689,0.014978027927103236,success
heteroskedastic,1000,T-Learner (Linear),1,0.30008510429572366,0.02917308109869133,success
heteroskedastic,1000,T-Learner (Linear),2,0.23270105905286012,0.0014724069788808972,success
heteroskedastic,1000,T-Learner (Linear),3,0.26686317694290035,0.03963016998624927,success
